2,0.08496,-0.04590,0.95435,-4.88550,-42.87023,2.18321
3,0.09595,-0.03687,0.88428,-4.32061,-42.39695,2.06107
4,0.09058,-0.05835,0.95801,-4.54962,-43.00763,1.90840
5,0.09131,-0.05493,0.99414,-4.47328,-42.80916,1.55725
6,0.08301,-0.03491,0.95117,-4.85496,-43.23664,2.04580
7,0.08447,-0.06128,1.02661,-4.15267,-42.53435,1.60305
8,0.08594,-0.05176,0.92480,-4.87023,-43.11450,1.86260
9,0.10596,-0.04248,0.84814,-4.47328,-42.39695,1.90840
10,0.08057,-0.03418,0.97681,-4.70229,-43.70992,1.23664
11,0.09424,-0.04712,0.93311,-4.44275,-42.54962,4.58015
12,0.11523,-0.03589,0.93970,-4.80916,-43.40458,-0.22901
13,0.09741,-0.05566,0.96069,-4.62595,-43.00763,3.17557
14,0.08887,-0.05225,0.93311,-4.91603,-42.82443,2.18321
15,0.09814,-0.04834,0.95703,-4.35115,-43.03817,1.09924
16,0.08862,-0.06689,0.91919,-4.70229,-43.66412,1.32824
17,0.07666,-0.04224,1.03638,-4.85496,-42.73283,2.09160
18,0.10620,-0.01392,0.97241,-5.28244,-43.92366,0.48855
19,0.09937,-0.06519,0.96094,-4.91603,-44.32061,2.36641
20,0.06543,-0.05737,1.04810,-4.87023,-42.67176,1.87786
21,0.10498,-0.03223,0.96436,-4.88550,-43.26717,1.96947
22,0.11597,-0.03003,0.87305,-4.61069,-42.99237,3.11450
23,0.12964,-0.05542,0.88013,-5.22137,-44.09160,-0.47328
24,0.08740,-0.08936,0.96753,-4.88550,-43.55725,3.05344
25,0.07422,-0.03711,0.87451,-4.99237,-42.74809,2.29008
26,0.10815,-0.02808,0.97461,-3.63359,-41.58779,3.12977
27,0.14453,0.00537,0.89966,-4.38168,-42.38168,1.29771
28,0.11963,-0.05029,0.92749,-4.42748,-43.29771,2.30534
29,0.08423,-0.08228,1.04639,-4.54962,-44.18320,1.45038
30,0.06396,-0.07666,0.98096,-4.82443,-43.02290,3.00763
31,0.02466,-0.06665,1.08740,-4.79389,-42.39695,2.45802
32,0.04126,-0.03369,0.94800,-5.43511,-42.76336,4.41221
33,0.11377,-0.01978,0.84521,-4.30534,-42.04580,1.89313
34,0.11377,-0.00537,0.95581,-4.36641,-42.68702,0.96183
35,0.17871,-0.01416,0.85449,-4.33588,-42.50382,1.09924
36,0.16577,-0.04150,0.89331,-3.86260,-42.70229,4.18321
37,0.14600,-0.07788,1.01367,-4.59542,-43.38931,2.74809
38,0.11670,-0.07373,0.91895,-4.03053,-42.97710,-2.58015
39,0.12451,-0.07715,0.97729,-4.25954,-43.67939,2.51908
40,0.06885,-0.07983,0.95825,-5.19084,-43.29771,1.26718
41,0.01807,-0.08472,1.08862,-4.64122,-42.88550,1.70992
42,0.01392,-0.07910,0.91431,-4.90076,-43.12977,-0.10687
43,-0.00854,-0.08276,0.94727,-4.91603,-42.85496,2.53435
44,-0.02734,-0.08057,1.04102,-4.73282,-42.50382,0.22901
45,0.00562,-0.04688,0.96143,-4.45802,-42.09160,0.64122
46,0.03662,-0.03906,0.89282,-3.89313,-42.32061,1.70992
47,0.07617,-0.02808,0.87012,-4.80916,-42.96183,3.14504
48,0.01782,-0.04224,0.90894,-4.24427,-42.82443,1.17557
49,0.05981,-0.04053,0.92676,-4.50382,-42.76336,2.38168
50,0.09473,-0.01880,0.99829,-4.82443,-42.79389,0.85496
51,0.10938,0.00562,1.00659,-4.16794,-42.47328,3.46565
52,0.11792,0.00537,0.98511,-3.89313,-42.82443,5.12977
53,0.15283,0.00366,0.95483,-3.38931,-42.38168,-1.48092
54,0.16333,0.01953,0.96118,-4.50382,-42.25954,-0.03053
55,0.19458,0.03564,0.87402,-4.47328,-41.96947,8.48855
56,0.20776,0.05615,0.83862,-4.35115,-42.13741,7.28244
57,0.14648,0.00171,1.04517,-3.93893,-42.87023,2.76336
58,0.17041,0.00366,0.99658,-4.04580,-43.20611,5.66412
59,0.18457,0.00879,0.97583,-3.96947,-42.85496,5.80153
60,0.20947,0.02100,0.91357,-3.57252,-42.50382,12.33588
61,0.22412,0.02539,0.91846,-3.81679,-42.45802,10.87023
62,0.23193,0.04590,0.80225,-3.70992,-42.73283,-2.51908
63,0.24219,0.05713,0.84497,-3.48092,-42.51908,-3.81679
64,0.25488,0.07446,0.79688,-4.19847,-42.73283,13.22137
65,0.25610,0.06714,0.87695,-4.07634,-42.99237,14.96183
66,0.19043,0.02051,0.90259,-3.86260,-42.97710,-15.38931
67,0.20581,0.02759,0.90088,-3.74046,-42.83969,6.22901
68,0.21460,0.04126,0.87500,-3.75573,-42.44275,16.70229
69,0.23462,0.04785,0.83252,-3.55725,-42.85496,-8.90076
70,0.23145,0.06079,0.82593,-3.92366,-42.96183,-5.83206
71,0.24683,0.05542,0.85181,-4.06107,-43.43512,13.64886
72,0.25000,0.04517,0.90942,-3.98473,-42.91603,8.01527
73,0.24268,0.05127,0.91406,-3.69466,-42.71756,-0.61069
74,0.18579,0.03442,0.87280,-3.86260,-42.76336,-5.03817
75,0.19849,0.04028,0.86157,-3.67939,-42.68702,-7.74046
76,0.20557,0.04321,0.84058,-4.44275,-43.00763,-0.76336
77,0.23364,0.05176,0.85376,-4.74809,-42.91603,-1.06870
78,0.23584,0.04126,0.89111,-4.59542,-42.91603,-3.93893
79,0.24658,0.05444,0.87915,-4.80916,-43.26717,-0.48855
80,0.26270,0.06982,0.89502,-4.73282,-43.58779,1.40458
81,0.26318,0.05420,0.89331,-4.27481,-43.31298,7.22137
82,0.23950,0.05664,0.95923,-4.42748,-42.85496,1.23664
83,0.22681,0.05688,0.86646,-4.10687,-42.48855,0.48855
84,0.24268,0.05103,0.84814,-4.00000,-42.97710,5.84733
85,0.26074,0.05005,0.90112,-4.09160,-42.59542,-0.91603
86,0.24170,0.06421,0.95410,-4.88550,-42.94656,6.39695
87,0.25317,0.03882,0.93237,-4.71756,-42.88550,4.77863
88,0.24146,0.00659,0.94287,-3.89313,-42.64122,0.76336
89,0.23560,-0.00854,0.91406,-3.80153,-42.45802,-1.74046
90,0.22241,-0.02832,0.90967,-5.06870,-42.77863,0.90076
91,0.20776,-0.03369,0.87720,-4.73282,-43.41985,-1.12977
92,0.22510,0.01929,0.85840,-4.16794,-42.96183,2.76336
93,0.22437,-0.00049,0.87915,-5.19084,-43.70992,1.14504
94,0.20361,-0.02686,0.85352,-5.29771,-44.39695,2.94656
95,0.16870,-0.06763,1.03394,-4.15267,-43.19084,2.45802
96,0.15063,-0.05566,1.01147,-4.73282,-43.09924,-1.28244
97,0.10522,-0.06836,1.01855,-4.68702,-43.35878,7.41985
98,0.07422,-0.09253,1.00000,-5.23664,-43.06870,-0.51908
99,0.05371,-0.09375,0.99976,-5.03817,-42.93130,7.66412
100,0.01099,-0.11572,1.07202,-5.25191,-43.16031,1.45038
101,0.05127,-0.10205,0.90601,-5.52672,-43.98473,1.35878
102,0.02832,-0.11743,1.01636,-4.45802,-43.55725,0.29008
103,-0.01123,-0.09961,1.04761,-5.48092,-43.37405,0.56489
104,-0.04028,-0.08813,0.91431,-4.44275,-42.80916,0.48855
105,-0.03906,-0.09180,0.87866,-6.03053,-43.57252,1.05344
106,-0.03149,-0.11353,1.01855,-4.91603,-43.23664,2.96183
107,-0.03491,-0.08032,1.15796,-4.51908,-42.32061,1.55725
108,0.01196,-0.05273,1.01929,-4.21374,-42.04580,2.22901
109,0.06885,-0.03149,0.94678,-4.16794,-42.42748,0.41221
110,0.02759,-0.05615,0.97778,-4.04580,-42.56488,1.16031
111,0.07568,-0.03271,0.90845,-4.77863,-42.77863,2.41221
112,0.11646,-0.02271,0.88110,-3.63359,-41.64885,0.82443
113,0.13794,0.01343,0.90869,-4.51908,-42.03053,0.29008
114,0.18237,0.01807,0.80640,-4.85496,-43.32824,3.72519
115,0.18628,0.00757,0.98218,-3.46565,-42.59542,1.69466
116,0.20117,0.01904,0.82861,-3.80153,-42.33588,1.11450
117,0.18579,-0.02393,0.79834,-5.05344,-43.26717,3.84733
118,0.16406,-0.07373,0.98999,-5.14504,-43.93893,0.79389
119,0.18115,-0.04761,0.84131,-4.09160,-43.74046,1.17557
120,0.13965,-0.07129,1.07642,-4.04580,-43.16031,7.37405
121,0.12134,-0.05737,0.93115,-5.45038,-43.70992,4.38168
122,0.05908,-0.07910,0.95166,-6.32061,-44.32061,1.48092
123,0.00830,-0.09155,1.06812,-4.56489,-43.06870,0.74809
124,0.00952,-0.07837,0.89160,-4.50382,-43.05344,2.25954
125,0.00732,-0.08984,0.98730,-5.35878,-43.03817,1.11450
126,-0.00513,-0.05469,1.11230,-4.90076,-42.59542,0.96183
