25304;0.102;-0.042;0.950;-4.641;-44.153;0.687;-0.077;0.210;-0.113
25305;0.116;-0.054;0.923;-4.443;-43.832;1.038;0.192;-0.453;-0.041
25306;0.115;-0.048;0.912;-4.733;-44.168;0.809;-0.184;0.263;0.013
25307;0.113;-0.052;0.932;-4.626;-44.244;1.527;-0.184;0.693;-0.005
25308;0.105;-0.042;0.969;-4.947;-44.153;0.809;-0.095;-0.113;0.048
25309;0.117;-0.047;0.945;-4.397;-43.908;1.313;-0.131;-0.220;0.048
25310;0.110;-0.051;0.952;-4.824;-44.092;1.634;-0.184;0.639;-0.005
25311;0.078;-0.037;0.960;-4.412;-44.168;1.863;-0.041;0.514;-0.041
25312;0.113;-0.054;0.912;-4.565;-44.275;0.901;-0.041;-0.256;-0.041
25313;0.121;-0.054;0.905;-4.489;-44.244;1.771;-0.220;0.353;-0.005
25314;0.107;-0.060;0.917;-4.702;-44.000;0.687;-0.256;0.818;-0.023
25315;0.120;-0.036;0.961;-4.397;-43.786;1.435;-0.113;0.048;0.013
25316;0.095;-0.018;0.972;-4.718;-44.504;1.191;0.102;-0.292;-0.041
25317;0.097;-0.035;0.958;-4.855;-44.076;1.969;-0.131;0.389;-0.023
25318;0.111;-0.042;0.951;-4.580;-43.863;1.130;-0.041;0.532;-0.041
25319;0.092;-0.062;0.961;-4.901;-44.275;1.191;0.013;-0.292;-0.005
25320;0.097;-0.050;0.997;-4.366;-43.557;0.870;-0.095;-0.023;-0.005
25321;0.101;-0.049;0.988;-4.321;-44.168;1.603;-0.113;0.711;-0.131
25322;0.109;-0.061;0.967;-4.427;-44.031;1.099;0.066;0.120;0.013
25323;0.106;-0.049;0.964;-4.733;-43.802;1.511;0.031;-0.381;-0.005
25324;0.100;-0.059;0.947;-4.534;-44.015;0.992;-0.005;0.550;-0.095
25325;0.118;-0.027;0.913;-4.504;-44.092;1.557;-0.113;0.621;-0.041
25326;0.090;-0.046;0.899;-4.672;-43.710;1.466;-0.077;-0.166;-0.059
25327;0.109;-0.055;0.945;-4.763;-44.046;1.374;0.031;-0.166;0.156
25328;0.101;-0.044;0.959;-5.130;-44.000;1.954;-0.148;0.729;-0.041
25329;0.096;-0.047;0.961;-4.443;-44.092;1.328;0.013;0.263;-0.005
25330;0.104;-0.042;0.930;-4.321;-44.031;1.573;0.156;-0.435;0.066
25331;0.109;-0.045;0.899;-4.351;-44.061;1.344;0.066;0.174;0.048
25332;0.109;-0.063;1.000;-4.382;-44.153;1.221;-0.148;0.585;-0.041
25333;0.113;-0.056;0.943;-4.489;-44.031;1.908;-0.077;-0.166;-0.005
25334;0.109;-0.054;0.899;-4.779;-44.214;1.099;0.031;-0.238;0.013
25335;0.128;-0.058;0.886;-4.656;-44.198;1.176;-0.166;0.585;0.066
25336;0.103;-0.048;0.896;-4.763;-44.061;1.481;-0.184;0.460;-0.041
25337;0.115;-0.050;0.965;-4.473;-43.802;1.405;0.102;-0.310;-0.077
25338;0.091;-0.044;0.997;-4.748;-44.122;0.931;-0.184;0.245;-0.148
25339;0.080;-0.057;1.013;-4.626;-44.000;1.084;-0.292;0.747;-0.077
25340;0.105;-0.039;0.934;-4.565;-44.061;1.878;-0.113;0.102;-0.005
25341;0.105;-0.047;0.969;-4.382;-43.893;1.863;-0.220;-0.238;0.066
25342;0.094;-0.050;1.001;-4.656;-44.015;0.443;-0.238;0.424;-0.005
25343;0.093;-0.043;0.989;-4.565;-43.878;1.313;-0.041;0.478;0.048
25344;0.091;-0.073;0.958;-4.550;-43.634;1.832;-0.113;-0.202;-0.041
25345;0.111;-0.068;0.936;-4.427;-44.107;1.282;-0.023;-0.023;-0.077
25346;0.106;-0.055;0.923;-4.885;-44.504;0.840;-0.131;0.550;-0.023
25347;0.117;-0.049;0.924;-4.168;-43.863;1.634;0.102;0.084;0.013
25348;0.098;-0.070;0.925;-4.580;-44.366;2.107;0.102;-0.471;0.031
25349;0.109;-0.047;0.906;-4.718;-43.924;1.160;-0.202;0.192;-0.023
25350;0.112;-0.044;0.924;-4.519;-44.168;1.099;-0.041;0.514;-0.077
25351;0.117;-0.047;0.928;-4.901;-44.305;2.000;-0.238;-0.059;0.013
25352;0.110;-0.049;0.938;-4.580;-43.954;1.649;-0.041;-0.131;-0.023
25353;0.111;-0.044;0.967;-4.641;-43.740;0.962;-0.131;0.603;-0.041
25354;0.094;-0.051;0.997;-4.824;-44.076;0.977;0.066;0.227;-0.077
25355;0.107;-0.082;0.989;-4.687;-44.168;1.542;-0.148;-0.310;-0.041
25356;0.106;-0.055;0.931;-4.763;-43.939;1.450;-0.077;0.245;-0.023
25357;0.106;-0.052;0.960;-4.733;-44.336;0.947;-0.238;0.657;-0.041
25358;0.089;-0.062;0.966;-4.489;-43.832;0.687;-0.131;-0.023;0.013
25359;0.112;-0.039;0.968;-4.504;-43.969;1.939;-0.023;-0.256;0.031
25360;0.112;-0.039;0.939;-4.275;-44.107;1.282;-0.184;0.460;0.048
25361;0.105;-0.037;0.922;-4.275;-44.061;1.511;-0.131;0.496;0.031
25362;0.114;-0.035;0.913;-4.458;-44.290;1.069;-0.041;-0.292;-0.023
25363;0.113;-0.046;0.947;-4.565;-43.817;1.405;-0.148;0.192;-0.059
25364;0.113;-0.046;0.948;-4.885;-43.679;1.557;-0.113;0.639;-0.023
25365;0.104;-0.038;0.949;-4.824;-43.924;1.344;-0.131;0.156;0.048
25366;0.106;-0.033;0.961;-4.733;-44.351;0.962;-0.023;-0.238;-0.041
25367;0.099;-0.053;0.957;-4.443;-43.863;1.252;-0.274;0.371;-0.095
25368;0.106;-0.054;0.981;-4.473;-44.061;1.573;-0.041;0.478;-0.041
25369;0.108;-0.047;0.997;-4.718;-44.015;1.237;-0.131;-0.166;0.013
25370;0.099;-0.050;0.990;-4.397;-43.969;0.916;0.066;0.031;-0.023
25371;0.113;-0.050;0.971;-4.611;-44.061;1.496;-0.148;0.603;0.048
25372;0.099;-0.054;0.965;-4.656;-44.092;1.145;0.120;0.174;-0.041
25373;0.099;-0.065;0.977;-4.550;-44.000;1.374;0.031;-0.327;-0.041
25374;0.104;-0.049;0.956;-4.260;-43.802;0.901;-0.184;0.263;-0.005
25375;0.102;-0.053;0.936;-4.672;-43.969;1.679;-0.095;0.550;-0.005
25376;0.108;-0.044;0.972;-4.504;-43.664;0.931;-0.041;-0.095;-0.005
25377;0.095;-0.030;1.011;-4.504;-44.198;1.466;-0.077;-0.095;-0.041
25378;0.109;-0.064;1.018;-4.779;-44.504;1.115;-0.202;0.460;-0.041
25379;0.099;-0.060;0.996;-4.382;-43.985;0.992;0.013;0.353;0.102
25380;0.099;-0.059;0.952;-4.595;-44.046;1.466;-0.041;-0.220;-0.023
25381;0.110;-0.049;0.945;-4.580;-44.168;1.511;-0.148;0.389;0.013
25382;0.096;-0.053;0.956;-4.779;-43.786;0.824;-0.238;0.532;-0.041
25383;0.108;-0.057;0.985;-4.397;-43.634;1.557;-0.148;0.066;-0.077
25384;0.098;-0.048;0.974;-4.489;-43.863;1.160;-0.041;-0.113;-0.095
25385;0.095;-0.046;0.981;-4.336;-43.786;1.282;-0.113;0.335;0.031
25386;0.103;-0.038;1.015;-4.412;-43.878;0.550;0.031;0.406;0.013
25387;0.094;-0.056;0.993;-4.672;-44.137;1.328;-0.113;-0.148;-0.059
25388;0.114;-0.057;0.923;-4.458;-44.321;1.176;-0.005;0.192;0.031
25389;0.110;-0.051;0.921;-4.595;-44.092;1.053;-0.184;0.478;-0.005
25390;0.104;-0.043;0.943;-4.702;-44.015;1.405;0.048;0.156;-0.041
25391;0.105;-0.046;0.975;-4.366;-43.969;1.450;-0.023;-0.202;0.031
25392;0.104;-0.046;1.013;-4.534;-44.015;0.672;-0.148;0.263;0.031
25393;0.095;-0.051;1.014;-4.382;-44.061;1.893;-0.184;0.406;-0.041
25394;0.098;-0.048;0.958;-4.458;-43.679;1.466;-0.166;-0.041;-0.023
25395;0.105;-0.041;0.940;-4.656;-44.519;1.405;0.102;-0.059;-0.041
25396;0.087;-0.047;1.005;-4.473;-44.046;1.450;-0.148;0.496;0.013
25397;0.098;-0.028;1.020;-4.336;-44.137;1.481;0.174;0.174;0.031
25398;0.097;-0.052;0.989;-4.489;-44.183;1.374;0.102;-0.095;0.245
25399;0.106;-0.055;0.918;-4.443;-44.397;1.313;0.031;0.210;-0.077
25400;0.124;-0.043;0.895;-4.458;-44.214;0.855;-0.166;0.406;-0.023
25401;0.113;-0.050;0.918;-4.565;-44.107;2.382;-0.041;-0.113;-0.041
25402;0.120;-0.038;0.965;-4.336;-43.969;1.634;0.066;-0.095;-0.095
25403;0.100;-0.056;0.974;-5.099;-44.107;1.237;-0.327;0.729;-0.166
25404;0.098;-0.040;0.927;-4.382;-43.985;1.084;0.156;0.317;0.174
25405;0.095;-0.045;0.964;-4.595;-44.168;1.802;0.031;-0.202;-0.041
25406;0.095;-0.050;0.962;-4.473;-43.954;0.870;-0.005;0.245;0.066
25407;0.098;-0.041;0.994;-4.534;-44.015;1.191;-0.310;0.621;-0.041
25408;0.092;-0.041;0.984;-4.672;-44.275;2.076;-0.148;0.048;0.013
25409;0.105;-0.050;0.949;-4.382;-44.198;2.015;0.066;-0.059;-0.059
25410;0.108;-0.049;0.911;-4.397;-44.122;1.405;-0.399;0.281;-0.077
25411;0.109;-0.056;0.911;-4.534;-44.183;1.405;0.048;0.424;-0.005
25412;0.110;-0.041;0.946;-4.855;-44.061;1.435;-0.095;-0.131;-0.077
25413;0.100;-0.047;0.939;-4.168;-43.802;1.267;0.389;0.048;-0.041
25414;0.089;-0.044;0.950;-4.870;-44.260;1.344;-0.238;0.406;-0.041
25415;0.111;-0.039;0.978;-4.366;-44.092;1.832;0.066;0.084;-0.023
25416;0.099;-0.047;0.955;-4.672;-44.244;1.450;0.210;-0.256;-0.023
25417;0.100;-0.051;0.939;-4.794;-44.519;1.710;-0.274;0.227;-0.041
25418;0.124;-0.055;0.905;-4.412;-44.122;1.817;-0.327;0.353;-0.023
25419;0.115;-0.045;0.936;-4.656;-44.107;2.015;-0.220;-0.095;-0.005
25420;0.111;-0.051;0.985;-4.672;-43.924;1.069;0.102;0.048;-0.041
25421;0.106;-0.055;0.944;-4.489;-44.031;0.473;-0.292;0.442;-0.005
25422;0.111;-0.042;0.937;-4.702;-43.878;0.916;0.210;0.210;0.048
25423;0.102;-0.039;0.959;-4.748;-44.061;1.786;0.102;-0.077;-0.023
25424;0.090;-0.058;0.996;-4.382;-43.664;1.115;-0.023;0.317;-0.202
25425;0.109;-0.050;1.013;-4.748;-44.031;0.916;-0.381;0.532;-0.005
25426;0.082;-0.050;0.979;-4.779;-44.076;0.779;-0.077;-0.005;-0.059
25427;0.104;-0.052;0.965;-4.153;-43.969;1.878;0.138;-0.041;-0.005
25428;0.120;-0.052;0.921;-4.366;-43.954;1.344;-0.506;0.299;-0.113
25429;0.111;-0.046;0.953;-4.504;-44.427;0.992;0.120;0.406;-0.041
25430;0.112;-0.055;0.958;-4.321;-43.924;1.038;0.192;-0.131;-0.005
25431;0.108;-0.060;0.958;-4.794;-43.878;1.786;0.227;0.299;0.048
25432;0.123;-0.048;0.947;-4.733;-44.244;1.221;-0.381;0.460;-0.005
25433;0.096;-0.053;0.949;-4.458;-43.939;1.359;-0.023;0.138;-0.005
25434;0.108;-0.053;0.968;-4.702;-44.076;1.084;0.299;-0.059;-0.077
25435;0.104;-0.039;0.963;-4.748;-44.061;1.374;-0.685;0.317;-0.023
25436;0.100;-0.060;0.960;-4.534;-44.137;0.931;-0.131;0.353;0.031
25437;0.102;-0.038;0.940;-4.702;-44.260;1.313;-0.220;0.031;-0.005
25438;0.112;-0.052;0.904;-4.489;-44.443;1.023;0.496;0.138;0.031
25439;0.122;-0.047;0.898;-4.580;-44.107;1.542;-0.453;0.424;-0.023
25440;0.105;-0.055;0.918;-4.626;-43.786;1.298;0.174;0.066;-0.023
25441;0.108;-0.056;0.971;-4.901;-43.817;1.664;0.353;-0.131;0.031
25442;0.109;-0.067;0.960;-4.321;-44.046;0.901;-0.310;0.174;0.048
25443;0.103;-0.053;0.957;-4.885;-44.153;1.084;-0.650;0.335;0.013
25444;0.113;-0.041;0.985;-4.595;-44.015;0.687;-0.166;-0.023;-0.095
25445;0.109;-0.061;0.896;-4.382;-43.817;2.076;0.371;0.031;-0.148
25446;0.118;-0.046;0.915;-4.916;-44.458;1.405;-0.560;0.406;0.031
25447;0.110;-0.042;0.929;-4.275;-43.908;1.511;0.138;0.192;0.013
25448;0.113;-0.044;0.950;-4.641;-43.908;0.931;0.299;0.013;-0.023
25449;0.096;-0.053;1.013;-4.504;-43.740;1.847;0.174;0.299;0.084
25450;0.090;-0.042;1.019;-4.779;-43.939;2.000;-0.578;0.478;0.084
25451;0.101;-0.061;1.005;-4.641;-43.756;1.328;-0.166;0.048;0.031
25452;0.099;-0.052;0.981;-4.611;-44.061;0.779;0.389;0.048;-0.041
25453;0.098;-0.060;1.018;-4.458;-43.985;1.405;-0.721;0.192;-0.023
25454;0.110;-0.044;1.001;-4.427;-44.412;0.947;-0.041;0.174;-0.041
25455;0.106;-0.048;0.963;-4.458;-44.427;1.115;0.299;-0.023;0.013
25456;0.115;-0.043;0.909;-4.565;-44.031;1.527;0.621;0.317;0.066
25457;0.116;-0.043;0.894;-4.595;-44.183;1.634;-0.614;0.299;-0.005
25458;0.097;-0.052;0.942;-4.656;-43.969;1.160;0.031;0.048;-0.005
25459;0.105;-0.050;0.958;-4.397;-43.695;1.374;0.496;-0.113;-0.005
25460;0.105;-0.051;0.968;-4.519;-43.954;1.359;-0.757;0.317;-0.041
25461;0.122;-0.061;0.959;-4.183;-43.679;1.695;-0.524;0.335;-0.005
25462;0.094;-0.044;0.989;-4.397;-43.359;1.221;-0.327;0.013;0.013
25463;0.098;-0.046;1.044;-4.473;-44.321;1.237;0.675;0.120;0.031
25464;0.088;-0.042;1.014;-4.534;-43.802;1.985;-0.614;0.460;-0.023
25465;0.082;-0.060;0.983;-4.412;-44.137;1.557;0.210;0.031;-0.023
25466;0.110;-0.064;0.952;-4.443;-44.260;1.160;0.496;-0.077;0.048
25467;0.113;-0.055;0.935;-4.595;-43.908;0.931;-0.113;0.210;-0.381
25468;0.108;-0.051;0.927;-4.550;-44.168;1.405;-0.614;0.156;-0.041
25469;0.102;-0.055;0.978;-4.534;-44.397;1.466;-0.041;-0.059;-0.041
25470;0.108;-0.057;0.962;-4.473;-43.710;1.695;0.424;0.102;-0.041
25471;0.114;-0.063;0.928;-4.733;-43.878;0.916;-0.739;0.299;-0.095
25472;0.094;-0.047;0.948;-4.412;-43.740;1.008;0.210;0.120;-0.041
25473;0.114;-0.042;0.975;-4.672;-43.924;1.634;0.478;0.031;-0.041
25474;0.088;-0.046;0.948;-4.611;-44.061;1.832;0.245;0.353;-0.023
25475;0.090;-0.064;0.949;-4.382;-44.244;1.267;-0.793;0.210;-0.059
25476;0.110;-0.056;0.959;-4.656;-44.183;0.931;-0.184;0.084;0.013
25477;0.108;-0.059;0.947;-4.534;-43.985;1.359;0.621;0.192;-0.023
25478;0.104;-0.056;0.968;-4.534;-43.847;1.008;-0.990;0.263;-0.131
25479;0.099;-0.049;0.970;-4.504;-43.893;1.420;-0.220;0.192;-0.041
25480;0.100;-0.061;0.961;-4.794;-43.863;1.573;0.245;0.048;-0.023
25481;0.107;-0.078;0.949;-4.275;-43.725;1.145;0.782;0.227;-0.023
25482;0.101;-0.053;0.945;-4.809;-44.137;0.641;-0.685;0.263;0.066
25483;0.109;-0.032;0.971;-4.260;-43.924;1.298;0.120;-0.131;-0.005
25484;0.102;-0.042;0.933;-4.733;-44.153;1.832;0.568;-0.166;-0.059
25485;0.097;-0.046;0.982;-4.840;-44.382;1.313;-0.417;0.156;-0.148
25486;0.107;-0.047;0.940;-4.321;-44.137;1.023;-0.685;0.245;-0.041
25487;0.113;-0.052;0.916;-4.672;-44.351;1.221;-0.202;0.084;0.013
25488;0.123;-0.040;0.900;-4.733;-44.244;1.359;0.854;0.174;-0.041
25489;0.115;-0.044;0.918;-4.702;-43.832;1.069;-0.721;0.335;-0.131
25490;0.104;-0.050;0.965;-5.023;-43.969;1.557;0.227;0.066;-0.005
25491;0.112;-0.071;0.995;-4.763;-44.275;1.267;0.639;-0.095;-0.077
25492;0.089;-0.063;1.006;-4.611;-43.954;1.756;0.066;0.263;0.013
25493;0.108;-0.062;0.932;-4.870;-44.260;-0.076;-0.936;0.335;-0.041
25494;0.086;-0.040;0.976;-4.550;-44.244;1.069;-0.184;-0.023;-0.005
25495;0.093;-0.053;0.963;-4.412;-44.168;1.588;0.675;0.031;-0.041
25496;0.113;-0.052;0.919;-4.626;-44.122;1.252;-1.008;0.084;-0.041
25497;0.105;-0.046;0.899;-4.443;-44.061;0.947;-0.041;0.192;0.066
25498;0.110;-0.033;0.922;-4.290;-43.893;1.420;0.675;0.066;-0.077
25499;0.103;-0.045;0.970;-4.534;-43.954;1.206;0.335;0.371;-0.041
25500;0.106;-0.036;0.997;-4.534;-43.985;1.450;-0.882;0.263;-0.041
25501;0.114;-0.039;0.916;-4.733;-43.893;1.145;-0.274;-0.041;-0.023
25502;0.116;-0.052;0.943;-4.489;-43.939;1.542;0.747;0.192;0.013
25503;0.095;-0.041;0.975;-4.733;-43.649;1.145;-1.097;0.281;-0.005
25504;0.092;-0.050;1.012;-4.366;-43.863;1.191;-0.542;0.245;-0.005
25505;0.104;-0.060;1.023;-4.565;-44.107;1.023;0.263;0.138;-0.023
25506;0.090;-0.049;1.012;-4.443;-43.893;1.176;0.872;0.281;-0.023
25507;0.091;-0.059;0.975;-4.489;-43.985;1.145;-0.954;0.281;0.013
25508;0.107;-0.052;0.955;-4.626;-43.969;1.634;0.192;0.013;0.066
25509;0.097;-0.052;0.982;-4.565;-43.817;0.901;0.890;0.048;0.031
25510;0.101;-0.058;0.977;-4.443;-44.092;1.435;-0.310;0.102;-0.041
25511;0.100;-0.063;0.948;-4.366;-44.061;1.405;-0.900;0.192;0.013
25512;0.120;-0.040;0.963;-4.702;-44.046;1.298;-0.041;0.048;0.031
25513;0.094;-0.033;0.956;-4.260;-43.817;1.023;0.943;0.263;-0.059
25514;0.115;-0.057;0.995;-4.687;-43.939;1.374;-0.990;0.245;-0.023
25515;0.092;-0.048;1.039;-4.687;-43.863;1.359;0.192;0.138;0.031
25516;0.100;-0.051;1.019;-4.748;-43.634;1.252;0.782;0.174;-0.005
25517;0.110;-0.047;0.932;-4.824;-43.954;1.313;0.102;0.335;-0.023
25518;0.100;-0.056;0.979;-4.458;-43.725;2.321;-1.133;0.263;-0.005
25519;0.096;-0.053;1.019;-4.656;-43.786;0.794;-0.238;0.120;-0.005
25520;0.103;-0.057;0.984;-4.519;-44.214;1.023;0.729;0.263;-0.041
25521;0.117;-0.055;0.946;-4.443;-44.122;1.908;-1.151;0.192;0.013
25522;0.122;-0.048;0.939;-4.458;-44.351;1.115;-0.256;0.084;-0.023
25523;0.120;-0.053;0.930;-4.992;-44.153;0.885;0.818;0.174;-0.023
25524;0.112;-0.055;0.983;-4.794;-44.092;1.206;0.496;0.317;-0.041
25525;0.105;-0.050;0.914;-4.702;-43.893;2.092;-1.061;0.245;-0.041
