1,0.09961,-0.05200,0.98755,-4.73595,-43.60305,2.15267
2,0.11230,-0.03247,0.90259,-4.68023,-43.66412,2.06107
3,0.10400,-0.01123,0.99902,-4.61809,-43.12977,1.89313
4,0.11597,-0.02490,0.92334,-4.96962,-43.89313,1.75573
5,0.12451,-0.03442,0.82520,-4.35214,-43.06870,1.58779
6,0.12207,-0.04688,0.93335,-4.77443,-43.70992,2.48855
7,0.09790,-0.05298,0.97778,-4.85595,-43.05344,1.96947
8,0.11206,-0.03613,0.88965,-4.68427,-43.54198,1.84733
9,0.10181,-0.06323,0.93115,-4.51550,-43.83206,1.80153
10,0.09888,-0.03516,0.95068,-4.96435,-42.53435,2.45802
11,0.11035,-0.05884,0.87158,-5.05168,-43.81680,1.70992
12,0.09741,-0.05103,0.98340,-4.32229,-43.54198,2.30534
13,0.12134,-0.05005,0.89355,-4.77817,-43.08397,2.01527
14,0.09546,-0.02197,0.94873,-4.68282,-44.06107,1.77099
15,0.10107,-0.06250,0.94287,-4.33374,-43.23664,2.35115
16,0.12915,-0.05151,0.86157,-5.09931,-43.32824,2.10687
17,0.10059,-0.03955,0.93848,-4.58855,-43.98473,2.30534
18,0.09180,-0.05371,1.04834,-3.96321,-43.48092,1.23664
19,0.12524,-0.04297,0.88281,-4.79756,-42.61069,1.11450
20,0.10229,-0.03271,0.97021,-4.80168,-43.66412,0.88550
21,0.11060,-0.04712,0.97974,-4.50069,-42.97710,2.53435
22,0.10791,-0.05786,0.91235,-5.29084,-43.54198,1.55725
23,0.09937,-0.05688,1.00122,-4.41481,-43.92366,1.66412
24,0.12988,-0.05615,0.96240,-4.74763,-42.94656,2.12214
25,0.08423,-0.06860,0.93896,-4.88962,-43.55725,1.70992
26,0.11475,-0.07056,0.96924,-4.44221,-43.37405,2.06107
27,0.10840,-0.03101,0.95581,-4.68176,-42.99237,2.29008
28,0.07861,-0.06836,0.96680,-4.64015,-44.54962,1.92366
29,0.10352,-0.05322,0.96606,-4.50649,-42.74809,2.21374
30,0.09912,-0.04443,0.92456,-4.97237,-44.18320,2.13740
31,0.09814,-0.03711,1.03760,-4.01748,-43.40458,1.63359
32,0.10181,-0.04053,0.94971,-4.85969,-42.90076,1.57252
33,0.09863,-0.06592,1.01099,-4.16168,-44.79389,1.95420
34,0.11890,-0.04907,1.03247,-4.67076,-42.51908,2.07634
35,0.08130,-0.04761,0.95776,-4.73481,-43.57252,1.38931
36,0.13257,-0.06592,0.90967,-4.76076,-42.96183,1.34351
37,0.10522,-0.05176,0.90698,-5.22130,-44.01527,2.32061
38,0.09009,-0.03735,1.10547,-3.61588,-43.17557,1.43511
39,0.11816,-0.05347,0.89355,-5.12191,-43.26717,2.01527
40,0.07861,-0.05786,0.91113,-4.35260,-44.15267,2.04580
41,0.13232,-0.03882,0.97119,-4.96557,-42.87023,2.62595
42,0.08301,-0.08325,0.87329,-4.61580,-44.29008,0.15267
43,0.14819,-0.05273,0.92896,-4.83916,-42.65649,3.98473
44,0.10498,-0.05200,0.79834,-4.71481,-43.84733,2.06107
45,0.11816,-0.06885,0.97681,-4.22901,-43.02290,0.76336
46,0.09741,-0.04175,0.95874,-5.11504,-43.17557,1.90840
47,0.12866,-0.06714,0.89819,-4.71954,-43.32824,2.27481
48,0.09351,-0.02417,1.03662,-5.14924,-42.62595,1.80153
49,0.07617,-0.08008,0.94922,-4.61908,-44.04580,1.09924
50,0.13257,-0.02783,0.94312,-4.85298,-42.79389,2.18321
51,0.08936,-0.06079,0.86841,-3.77313,-44.61069,1.95420
52,0.12256,-0.03052,1.05664,-4.64344,-42.19847,1.46565
53,0.08228,-0.06470,0.88135,-4.79489,-44.74809,1.17557
54,0.15308,-0.05591,0.91479,-4.83450,-42.44275,2.07634
55,0.05518,-0.04858,0.98047,-4.59733,-44.51908,1.61832
56,0.13135,-0.05957,1.00415,-4.36504,-42.36641,0.82443
57,0.07324,-0.05054,0.98462,-4.73061,-44.21374,1.70992
58,0.12964,-0.07227,0.97656,-4.64137,-43.02290,3.09924
59,0.09521,-0.01953,0.93286,-4.91374,-44.33588,1.72519
60,0.11890,-0.04102,1.00757,-4.25809,-42.88550,2.50382
61,0.09814,-0.05322,0.92627,-5.38656,-44.03053,2.45802
62,0.11475,-0.04785,1.04541,-4.03115,-42.83969,1.89313
63,0.09766,-0.01465,0.98291,-5.22710,-43.35878,2.54962
64,0.12158,-0.07666,0.92505,-3.96176,-43.98473,0.38168
65,0.12476,-0.03027,0.89355,-5.37656,-43.02290,0.47328
66,0.08618,-0.06934,1.06104,-3.90893,-43.17557,1.14504
67,0.10449,-0.00220,1.02856,-5.72939,-43.29771,2.50382
68,0.09741,-0.07593,0.89722,-3.92740,-44.70229,3.83206
69,0.10938,-0.01123,0.98438,-5.12977,-42.64122,2.39695
71,0.06592,-0.06567,0.92383,-3.35992,-44.42748,3.74046
72,0.13232,-0.01855,1.00049,-4.7718,-41.78626,-0.58015
73,0.08276,-0.06763,0.94556,-4.61107,-44.94656,2.24427
74,0.11450,-0.03540,1.05811,-4.61557,-41.34351,3.34351
76,0.05103,-0.06006,1.06519,-3.93366,-44.48855,2.29008
78,0.14941,-0.04248,0.89526,-4.19496,-41.72519,2.64122
79,0.07471,-0.06689,0.93457,-5.14649,-44.71756,0.22901
80,0.13062,-0.05103,0.94873,-4.48397,-42.91603,2.62595
81,0.08203,-0.03125,0.99707,-4.88802,-44.21374,3.11450
82,0.12524,-0.04126,0.98926,-4.12489,-42.67176,2.00000
83,0.10083,-0.03564,0.91699,-5.35275,-43.60305,0.53435
84,0.12036,-0.07324,0.97876,-4.36809,-43.41985,0.35115
85,0.08911,-0.02954,0.96948,-5.26023,-43.89313,1.08397
86,0.12061,-0.04663,0.95459,-4.16794,-43.32824,2.12214
87,0.11255,-0.01025,0.95728,-5.32817,-43.55725,2.15267
88,0.11133,-0.10986,0.96021,-4.27702,-44.01527,1.86260
89,0.10522,-0.00806,1.00000,-5.05756,-42.67176,1.43511
90,0.08398,-0.07324,0.98633,-4.01374,-43.67939,0.48855
91,0.13037,-0.02734,0.90430,-5.34618,-43.08397,1.55725
92,0.09741,-0.08936,0.89917,-4.38794,-44.29008,2.70229
93,0.11719,-0.01660,0.99097,-4.96977,-42.04580,1.38931
94,0.05542,-0.06201,1.07275,-4.56053,-44.19847,2.54962
95,0.15747,-0.03052,0.84961,-5.29618,-42.82443,1.67939
96,0.05273,-0.06714,1.09033,-3.86939,-44.44275,1.66412
97,0.12305,-0.04907,1.02930,-4.47618,-42.18320,1.87786
98,0.09253,-0.05054,0.94556,-4.22954,-44.45802,2.64122
99,0.14722,-0.04102,0.90063,-5.22969,-42.01527,2.09160
100,0.06055,-0.05933,0.99854,-4.67305,-44.03053,1.41985
101,0.12500,-0.06348,0.98340,-4.44763,-42.61069,1.55725
102,0.08838,-0.04980,0.96826,-5.16924,-44.67176,1.37405
103,0.11572,-0.06079,0.87720,-4.13962,-42.59542,1.49618
104,0.11157,-0.04321,0.88281,-5.37176,-43.93893,3.02290
105,0.11328,-0.06909,1.04370,-3.77122,-43.45038,2.36641
106,0.09814,-0.00854,0.93286,-5.52595,-42.90076,2.53435
107,0.11060,-0.06445,0.92090,-4.64435,-43.84733,1.69466
108,0.13477,-0.03223,0.86230,-4.94183,-43.05344,2.82443
109,0.07227,-0.06421,0.99927,-4.10840,-43.57252,0.94656
110,0.11768,-0.02271,1.05981,-5.16779,-42.71756,2.67176
111,0.07129,-0.05786,0.95923,-4.42214,-44.51908,2.48855
112,0.13062,-0.03003,0.95874,-5.08595,-42.25954,1.41985
113,0.06812,-0.05444,0.94409,-4.35954,-44.22901,0.77863
114,0.12915,-0.05225,0.99048,-4.61504,-42.48855,1.86260
115,0.08252,-0.03906,0.97339,-4.88275,-44.47328,1.28244
116,0.13696,-0.06616,0.96362,-4.42550,-43.02290,1.34351
117,0.10254,-0.05518,0.88818,-5.14275,-43.92366,0.45802
118,0.10522,-0.05127,1.00293,-4.03534,-42.87023,2.48855
119,0.10107,-0.03882,0.94360,-5.08389,-42.87023,2.82443
120,0.09668,-0.04395,1.02002,-4.21282,-44.09160,1.22137
121,0.11182,-0.02441,1.01025,-5.17183,-42.45802,2.56489
122,0.08521,-0.04810,0.94189,-4.24489,-45.02290,0.68702
123,0.13135,-0.05322,1.05591,-4.45504,-42.62595,2.91603
124,0.07422,-0.06396,0.90869,-4.45420,-44.50382,2.00000
125,0.13525,-0.04688,0.98267,-4.53557,-42.35115,1.58779
126,0.09473,-0.05225,0.92993,-4.53908,-44.59542,0.91603
127,0.11279,-0.05151,0.98608,-4.27496,-42.68702,2.42748
128,0.10449,-0.04980,0.89819,-4.76863,-43.83206,3.00763
129,0.11841,-0.05518,0.95996,-4.51649,-43.92366,2.06107
130,0.10449,-0.04614,0.96704,-5.09023,-43.35878,1.00763
132,0.08521,-0.04858,0.84351,-4.18473,-43.96947,5.38931
133,0.13696,-0.05273,0.94409,-4.73290,-42.61069,1.02290
134,0.07910,-0.06201,0.97046,-4.48962,-44.65649,1.05344
135,0.13623,-0.06860,0.87549,-4.62389,-42.61069,2.97710
